Dam Name,NID ID,Owner Names,Primary Owner Type,Primary Purpose,Purposes,Latitude,Longitude,State,County,City,River or Stream Name,Congressional District,Federal Agency Owners,Federal Agency Involvement Regulatory,Federal Agency Involvement Inspection,Federal Agency Involvement Operation,Primary Dam Type,NID Height (Ft),Dam Length (Ft),Year Completed,NID Storage (Acre-Ft),Max Storage (Acre-Ft),Drainage Area (Sq Miles),Number of Locks,Last Inspection Date,Inspection Frequency,Hazard Potential Classification,Condition Assessment,Condition Assessment Date,EAP Prepared,EAP Last Revision Date,Data Last Updated,Website URL
Fawn Lake,WI00094,Adams County,Local Government,Recreation,Recreation,43.72347,-89.81669,Wisconsin,Adams,None,Trout Creek,"Wisconsin, Congressional District 03",,,,,Earth,19,1000,1972,190,190,2.2,,07/28/2021,2,High,Satisfactory,06/07/2019,Yes,01/01/2017,09/16/2022,https://damsafety.org/wisconsin
Blue Heron Dam,AR01532,David Barnett,Private,Recreation,Recreation,34.8796657,-92.7786775,Arkansas,Perry,,Maumelle River Tributary,"Arkansas, Congressional District 02",,,,,Earth,29,1700,1999,75,75,0.11,,04/27/2022,1,High,Satisfactory,04/27/2022,Yes,08/28/2001,01/07/2026,https://damsafety.org/arkansas
Harris Brake Dam,AR00833,Arkansas Game and Fish Commission,State,Recreation,Recreation,34.986666667,-92.775,Arkansas,Perry,None,Coffee Creek,"Arkansas, Congressional District 02",,,,,Earth,25,3200,1954,16576,16576,10.6,,07/15/2025,1,High,Fair,07/15/2025,No,,05/06/2026,https://damsafety.org/arkansas
Sunnen Dam,MO30111,YMCA of the Ozarks,Private,Recreation,Recreation,37.95258423,-90.92757437,Missouri,Washington,Aptue,Fourche A Renault,"Missouri, Congressional District 03",,,,,Earth,51,1300,1948,5000,5000,26.85,,03/07/2023,5,High,Satisfactory,01/22/2010,Yes,06/03/2015,05/03/2023,https://damsafety.org/missouri
Mongiove Dam,TN15517,"Golden, Naomi",Private,Other,Other,35.755556,-83.5625,Tennessee,Sevier,,Mill Creek,"Tennessee, Congressional District 01",,,,,Earth,30,100,1987,48,48,0.06,,02/29/2024,5,High,,,Not Required,,10/24/2024,https://damsafety.org/tennessee
Belgrade Dam,MO30696,,Private,Water Supply,Water Supply,37.83956,-90.79829,Missouri,Washington,Leadwood,Tr-Furnace Creek,"Missouri, Congressional District 03",,,,,Earth,55,600,1958,281,281,0.29,,12/01/2022,3,High,Satisfactory,12/30/2015,Yes,12/26/2017,05/03/2023,https://damsafety.org/missouri
Hooper Dam,TN08509,"Hooper, Maxine",Private,,,36.151389,-87.646944,Tennessee,Humphreys,,Big Richland Creek,"Tennessee, Congressional District 07",,,,,Earth,60,900,1999,700,700,0.2,,06/11/2024,5,High,,,Not Required,,10/24/2024,https://damsafety.org/tennessee
Mononame 875,MO31006,UNKNOWN,Private,Recreation,Recreation,38.09713599,-90.83022638,Missouri,Washington,Bliss,Sycamore Creek,"Missouri, Congressional District 03",,,,,Earth,20,,1965,235,235,1454,0,,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Vining Meadows Lake Dam,MO32101,,Private,,,36.7075229,-93.3185131,Missouri,Stone,Branson,Trib Roark Creek,"Missouri, Congressional District 07",,,,,,37,285,2004,28.86,28.86,0.36,,05/19/2021,,High,Satisfactory,07/24/2019,No,,04/02/2025,https://damsafety.org/missouri
Vitale Lake,MO41008,CHARLES VITALE,Private,,,39.41333451,-91.11239936,Missouri,Pike,Louisianna,Trib To Little N,"Missouri, Congressional District 06",,,,,Earth,44,,,0,,,,,,High,Unsatisfactory,,No,,05/03/2023,https://damsafety.org/missouri
Lang Lake Dam,TN18739,"Lang, Everitt E.",Private,"Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond",35.873611,-86.846667,Tennessee,Williamson,,,"Tennessee, Congressional District 07",,,,,Earth,25,300,,50,50,,,08/31/2022,5,High,,,Not Required,,10/24/2024,https://damsafety.org/tennessee
Sayersbrook Dam,MO30112,,Private,Recreation,Recreation;Irrigation,37.98667,-90.92556,Missouri,Washington,Aptue,Ashly Branch,"Missouri, Congressional District 03",,,,,Earth,67,920,1971,1080,1080,1.28,,11/25/2020,,High,Unsatisfactory,08/05/2008,Yes,09/18/2013,05/03/2023,https://damsafety.org/missouri
Gibson Memorial Dam,MO32036,,Private,Recreation,Recreation,37.98509123,-90.92759676,Missouri,Washington,Shriley,Ashley Branch,"Missouri, Congressional District 03",,,,,Earth,45,487,1997,184,184,0.22,,11/25/2020,2,High,Satisfactory,12/21/2007,Yes,09/18/2013,05/03/2023,https://damsafety.org/missouri
Lakeview Dam,TN05503,"Byrd, Pat",Private,,,35.211111,-87.024722,Tennessee,Giles,Pulaski,Pleasant Run Creek,"Tennessee, Congressional District 04",,,,,Earth,18,610,1935,67,67,0.25,,11/12/2019,5,High,,,Not Required,,10/24/2024,https://damsafety.org/tennessee
Warzyn,WI00970,"Peterson, Bret",Private,Recreation,Recreation,42.9096194,-89.9476071,Wisconsin,Iowa,None,Urnus Creek,"Wisconsin, Congressional District 02",,,,,Earth,25,380,1974,100,100,1,,05/30/2013,2,High,Fair,05/13/2020,No,,09/16/2022,https://damsafety.org/wisconsin
Primary Spoils Dam,MO32037,,Private,,,37.3510238,-90.69639722,Missouri,Iron,,,"Missouri, Congressional District 08",,,,,Earth,50,250,1988,720,720,0.15,,04/13/2021,3,High,Satisfactory,01/24/2017,Yes,11/15/2017,05/03/2023,https://damsafety.org/missouri
Norman Dam,TN16501,"Norman, W. Scott",Private,,,36.351667,-86.585833,Tennessee,Sumner,Hendersonville,Trib-Drakes Creek,"Tennessee, Congressional District 06",,,,,Earth,18,585,1962,46,46,0.21,,07/26/2021,5,High,,,Not Required,,10/24/2024,https://damsafety.org/tennessee
Kibbey Lake Dam,TN16526,"Kibbey, Tom R.",Private,Recreation,Recreation,36.548611,-86.5675,Tennessee,Sumner,,,"Tennessee, Congressional District 06",,,,,Earth,22,250,,51,51,,,09/06/2022,5,High,,,Not Required,,10/24/2024,https://damsafety.org/tennessee
Baudendistel Dam,MO32063,,Private,Recreation,Recreation,38.616281,-91.227847,Missouri,Franklin,New Haven,Trib To Mo,"Missouri, Congressional District 02",,,,,Earth,48,620,2000,241,241,0.09,,06/22/2021,,High,Satisfactory,10/16/2017,Yes,08/28/2014,05/03/2023,https://damsafety.org/missouri
Lake Bloomfield Dam,AR01177,Bloomfield Hills P.O.A.,Private,Recreation,Recreation,34.6007812,-92.4819457,Arkansas,Saline,Bryant,Crooked Creek,"Arkansas, Congressional District 02",,,,,Earth,15,380,1969,56,56,0.1,,,,High,Fair,,No,,01/07/2026,https://damsafety.org/arkansas
Cottonville,WI00062,Adams County,Local Government,Recreation,Recreation,44.05524,-89.83384,Wisconsin,Adams,Arkdale,,"Wisconsin, Congressional District 03",,,,,Gravity,25,150,1924,2650,2650,71,,07/08/2020,2,High,Fair,05/13/2020,Yes,01/01/2004,09/16/2022,https://damsafety.org/wisconsin
Agnew Dam,TN06501,"Morgan, Bob",Private,"Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond;Recreation",35.355833,-84.993333,Tennessee,Hamilton,,Dry Branch,"Tennessee, Congressional District 03",,,,,Earth,17,275,1961,43,43,0.3,,01/29/2021,5,High,,,Not Required,,10/24/2024,https://damsafety.org/tennessee
Leatherwood,AR00238,City of Eureka Springs,Local Government,Recreation,Recreation,36.4452783,-93.7503608,Arkansas,Carroll,Elk Ranch,West Leatherwood Creek,"Arkansas, Congressional District 03",,,,,Other,55,660,1939,1680,1680,13,,12/17/2020,1,High,Poor,12/17/2020,Yes,08/09/2001,01/07/2026,https://damsafety.org/arkansas
Bono Lake Dam,AR01621,Craighead County,Local Government,Flood Risk Reduction,Flood Risk Reduction;Fish and Wildlife Pond;Recreation,35.9175,-90.7766666666667,Arkansas,Craighead,Bono,Whaley Slough Ditch,"Arkansas, Congressional District 01",,,,,Earth,52,,2009,1343,,1.13,,12/05/2024,1,High,Fair,12/05/2024,No,,07/07/2025,https://damsafety.org/arkansas
Lake Aztec,AR00243,Cherokee Village SID,Local Government,Recreation,Recreation,36.2940653,-91.6025795,Arkansas,Fulton,Hardy,Hubble Creek,"Arkansas, Congressional District 01",,,,,Earth,65,750,1974,870,870,0.8,,06/17/2020,1,High,Satisfactory,06/17/2020,Yes,12/01/2019,01/07/2026,https://damsafety.org/arkansas
Lake Atalanta Dam,AR00258,City of Rogers,Local Government,Recreation,Recreation,36.3403262,-94.0964116,Arkansas,Benton,Electric Springs,Prairie Creek,"Arkansas, Congressional District 03",,,,,Earth,43,910,1936,800,800,2.3,,09/09/2025,1,High,Poor,09/09/2025,Yes,01/01/2005,06/29/2026,https://damsafety.org/arkansas
Fishtrap Lake,WI00304,Sawyer County,Local Government,Recreation,Recreation,45.950046,-90.9454194,Wisconsin,Sawyer,None,Fishtrap Creek,"Wisconsin, Congressional District 07",,,,,Gravity,12,300,1970,1300,1300,14.6,,09/24/2019,2,High,Fair,05/13/2020,No,,09/16/2022,https://damsafety.org/wisconsin
Lake Abby Dam,AR00352,Winrock International,Private,Recreation,Recreation;Water Supply,35.140536,-92.9423901,Arkansas,Conway,Petit Jean St Park,Cedar Creek-Os,"Arkansas, Congressional District 02",,,,,Earth,24,950,1958,85,85,0.03,,,,High,Not Rated,,Not Required,,01/07/2026,https://damsafety.org/arkansas
Fishtrap,WI00680,Wisconsin Department of Natural Resources,State,Recreation,Recreation,46.1191693,-89.6046829,Wisconsin,Vilas,Boulder Junction,Manitowish,"Wisconsin, Congressional District 07",,,,,Rockfill,14,205,1884,14468,14468,59,,09/06/2022,2,High,Fair,12/17/2020,Yes,,09/16/2022,https://damsafety.org/wisconsin
Huckleberry Creek  Dam,AR01522,City Corporation Russellville Water and Sewer,Local Government,Water Supply,Water Supply,35.372222222,-93.1902777777778,Arkansas,Pope,,Huckleberry Creek,"Arkansas, Congressional District 04",,,,,Rockfill,110,4200,1995,23342,23342,8.4,,01/12/2026,1,High,Satisfactory,01/12/2026,Yes,08/24/2023,06/30/2026,https://damsafety.org/arkansas
Waters Dam,TN15503,The High Command Llc,Private,,,35.876111,-83.591667,Tennessee,Sevier,Cattlesburg,Gists Creek,"Tennessee, Congressional District 01",,,,,Earth,26,164,1965,42,42,0.06,,02/29/2024,5,High,,,Not Required,,10/24/2024,https://damsafety.org/tennessee
Notch Lake Dam,MO32100,,Private,,,36.684,-93.329,Missouri,Stone,Branson,Unknown Trib Roark Creek,"Missouri, Congressional District 07",,,,,,35,278,,34.3,34.3,150,0,,0,High,Not Rated,,No,,05/03/2023,https://damsafety.org/missouri
Sterling Hollow,MO32088,USDA FS,Federal,,,37.06438611,-92.04234167,Missouri,Texas,,Middle Indian Creek,"Missouri, Congressional District 08",Forest Service,,,,Earth,50,420,,10,,115,,04/19/2021,1,High,Poor,10/11/2019,No,,05/17/2021,https://www.fs.usda.gov/eng/dams/
Bear Creek Dam,MO10977,CITY OF HANNIBAL,Local Government,Flood Risk Reduction,Flood Risk Reduction,39.68277778,-91.42166666,Missouri,Ralls,Hannibal,Bear Creek,"Missouri, Congressional District 06",,,,,Earth,65,1152,1962,14155,14155,27.12,,12/08/2022,2,High,Satisfactory,12/19/2007,Yes,06/21/2011,05/03/2023,https://damsafety.org/missouri
Arnolds Lake Dam,AR00432,Springlake Subdivision,Private,Recreation,Recreation,36.0852365,-90.5223256,Arkansas,Greene,Paragould,Eight Mile Creek,"Arkansas, Congressional District 01",,,,,Earth,15,559,1965,352,352,0.11,,,,High,Not Rated,,Not Required,,01/07/2026,https://damsafety.org/arkansas
Jobes,WI00179,Price County,Local Government,Recreation,Recreation,45.68283,-90.45194,Wisconsin,Price,None,Elk,"Wisconsin, Congressional District 07",,,,,Gravity,16,285,1934,8000,8000,216,,10/22/2021,2,High,Satisfactory,04/22/2022,Yes,08/10/2022,09/16/2022,https://damsafety.org/wisconsin
Meadow Lake Estates Dam,MO32076,,Private,Recreation,Recreation,38.53806,-91.03306,Missouri,Franklin,Washington,Busch Creek,"Missouri, Congressional District 02",,,,,,30,350,1992,60,60,50,0,06/18/2002,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Dettwiller Dam,TN05818,"Dettwiller, Frederick G., II",Private,"Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond",36.086708,-87.559075,Tennessee,Humphreys,,Buckthorn Branch,"Tennessee, Congressional District 07",,,,,Earth,20,250,2002,70,70,0.19,,01/19/2021,5,High,,,Not Required,,10/24/2024,https://damsafety.org/tennessee
Chute,WI00162,Oconto County,Local Government,Recreation,Recreation,45.131017,-88.4431291,Wisconsin,Oconto,Unnamed Subdivision,North Branch Oconto,"Wisconsin, Congressional District 08",,,,,Gravity,18,450,1937,5300,5300,188,,07/14/2020,2,High,Satisfactory,07/23/2020,Yes,01/01/1995,09/16/2022,https://damsafety.org/wisconsin
Ludwig Lake Dam,AR00442,Clarksville Light & Water Co.,Local Government,Water Supply,Water Supply;Recreation,35.532604,-93.4559315,Arkansas,Johnson,Clarksville,Dicks Creek,"Arkansas, Congressional District 04",,,,,Earth,70,1882,1950,5000,5000,4.8,,03/30/2026,1,High,Fair,03/30/2026,Yes,06/30/2023,05/06/2026,https://damsafety.org/arkansas
Cardinal Lake Dam,MO32060,INNSBROOK ESTATES,Private,,,38.76086546,-91.00917601,Missouri,Warren,Innsbrook,Trib To Charette,"Missouri, Congressional District 02",,,,,Earth,44,370,2001,176,176,0.28,,10/14/2020,3,High,Satisfactory,12/21/2007,Yes,08/11/2010,05/03/2023,https://damsafety.org/missouri
Dillard Dam,TN02117,"Dillard, M. R.",Private,Other,Other,36.075556,-87.125278,Tennessee,Cheatham,,,"Tennessee, Congressional District 07",,,,,Earth,35,,,14,,0,,03/20/2023,5,High,,,Not Required,,10/24/2024,https://damsafety.org/tennessee
Lake Poinsett Dam,AR00477,Arkansas Game and Fish Commission,State,Recreation,Recreation;Flood Risk Reduction,35.523333333,-90.6755555555556,Arkansas,Poinsett,Madison,Distress Creek,"Arkansas, Congressional District 01",,,,,Earth,48,2725,1967,29500,29500,4.4,,08/25/2025,1,High,Fair,02/10/2026,No,,02/10/2026,https://damsafety.org/arkansas
Vache Grasse Creek,AR00936,City of Greenwood,Local Government,Water Supply,Water Supply;Recreation,35.193333333,-94.25,Arkansas,Sebastian,Greenwood,Vache Grasse Creek,"Arkansas, Congressional District 03",,,,,Gravity,53,300,1964,950,950,24.6,,01/01/2025,1,High,Satisfactory,01/01/2025,Yes,09/21/2017,01/29/2025,https://damsafety.org/arkansas
Hilderbrant Lake Dam,MS03868,CHARLES HILDERBRANT,Private,Recreation,Recreation,34.85472222,-90.02027778,Mississippi,DeSoto,Hernando (Downtown),,"Mississippi, Congressional District 01",,,,,Earth,10,,,46.2,46.2,0.06,,05/18/2023,5,High,Fair,06/25/2021,Yes,11/30/2015,05/31/2023,https://damsafety.org/mississippi
Shadow Lake Dam,AR01209,Shadow Lake Association Inc.,Private,Recreation,Recreation,35.233333333,-94.3066666666667,Arkansas,Sebastian,Old Jenny Lind,Bear Creek-Tr,"Arkansas, Congressional District 03",,,,,Earth,58,900,1975,3326,3326,0.5,,06/10/2020,1,High,Satisfactory,06/10/2020,No,,01/29/2025,https://damsafety.org/arkansas
Diamond Lake,MO41006,CHRIS REAGAN,Not Listed,Recreation,Recreation,37.47702213,-90.20587072,Missouri,Madison,Marquand,Unnamed Trib,"Missouri, Congressional District 08",,,,,Earth,42,450,2016,402,402,,,09/21/2021,3,High,Satisfactory,10/09/2020,No,,05/03/2023,https://damsafety.org/missouri
Harris Brake Auxilary Dam,AR01191,Arkansas Game and Fish Commission,State,Recreation,Recreation,34.988333333,-92.7630555555556,Arkansas,Perry,None,Coffee Creek,"Arkansas, Congressional District 02",,,,,Earth,12,1596,1955,16576,16576,10.64,,,,High,Not Rated,,Not Required,,01/29/2025,https://damsafety.org/arkansas
Lake Thunderbird Dam,AR00250,Cherokee Village SID,Private,Recreation,Recreation,36.305,-92.5333333333333,Arkansas,Marion,Hardy,Big Otter Creek,"Arkansas, Congressional District 01",,,,,Earth,86,1587,1962,11500,11500,5.7,,05/10/2022,1,High,Satisfactory,05/10/2022,Yes,05/12/2014,01/29/2025,https://damsafety.org/arkansas
Long Lake,WI00325,Washburn County,Local Government,Recreation,Recreation,45.66801,-91.68066,Wisconsin,Washburn,Brill,Brill,"Wisconsin, Congressional District 07",,,,,Gravity,15,575,1913,35000,35000,82,,05/07/2020,2,High,Fair,05/13/2020,Yes,01/01/2012,09/16/2022,https://damsafety.org/wisconsin
Council Bluff Dam,MO31755,USDA FS,Federal,Recreation,Recreation;Fish and Wildlife Pond,37.72967,-90.906774,Missouri,Iron,Black,Big River,"Missouri, Congressional District 08",Forest Service,Forest Service,Forest Service,Forest Service,Earth,112,485,1981,0,,,,04/25/2021,1,High,Satisfactory,10/11/2019,Yes,,05/17/2021,https://www.fs.usda.gov/eng/dams/
Little Flint Creek Dam,AR01100,SWEPCO,Public Utility,Water Supply,Water Supply;Other,36.239166667,-94.5441666666667,Arkansas,Benton,Flint Ridge--Oklahoma,Little Flint Creek,"Arkansas, Congressional District 03",,,,,Earth,115,3000,1977,24400,24400,14.4,,10/30/2025,1,High,Satisfactory,10/30/2025,Yes,12/13/2023,11/19/2025,https://damsafety.org/arkansas
Clearwater Lake Dam,AR00566,Halliburton Energy Services,Private,Water Supply,Water Supply,34.471008,-92.795729,Arkansas,Hot Spring,Malvern,Reyburn Creek,"Arkansas, Congressional District 04",,,,,Earth,60,420,1948,1215,1215,,,12/30/2025,1,High,Fair,12/30/2025,Yes,01/20/2025,05/06/2026,https://damsafety.org/arkansas
Crystal Lake Dam,MO31837,,Private,Recreation,Recreation,38.09894749,-91.06598265,Missouri,Washington,Anthonies Mill,Harris Branch,"Missouri, Congressional District 03",,,,,Earth,65,1260,1980,1770,1770,1.04,,07/26/2022,3,High,Satisfactory,12/21/2007,Yes,09/16/2013,05/03/2023,https://damsafety.org/missouri
Todd Lake Dam,AR00079,Jerry Rider,Private,Recreation,Recreation,34.876666667,-92.205,Arkansas,Pulaski,Gravel Ridge,Kellogg Creek-Tr,"Arkansas, Congressional District 02",,,,,Earth,8,470,1940,178,178,0.2,,,,High,Not Rated,,Not Required,,01/29/2025,https://damsafety.org/arkansas
Lake Louise Dam,MO12381,SCOTT ROOKS,Private,,,39.82798909,-93.59952897,Missouri,Livingston,,,"Missouri, Congressional District 06",,,,,Earth,56,580,1997,427,427,0.07,,10/08/2020,3,High,Satisfactory,12/19/2007,Yes,11/10/2011,05/03/2023,https://damsafety.org/missouri
Spring Lake,WI00144,Village Of Palmyra,Local Government,Recreation,Recreation,42.8809363,-88.5817876,Wisconsin,Jefferson,Palmyra,Scuppernong,"Wisconsin, Congressional District 05",,,,,Gravity,17,1050,1844,560,560,29.2,,09/14/2021,2,High,Fair,01/26/2022,Yes,,09/16/2022,https://damsafety.org/wisconsin
Smith Lake 1 Dam,AR00292,Bernard Smith,Private,Recreation,Recreation,35.4145139,-91.4775974,Arkansas,White,Bradford,Departee Creek-Tr,"Arkansas, Congressional District 02",,,,,Earth,17,570,1966,94,94,0.28,,,,High,Not Rated,,Not Required,,01/07/2026,https://damsafety.org/arkansas
Liles Dam,TN16518,"Hall, William, Et Al.",Private,Recreation,"Recreation;Fire Protection, Stock, Or Small Fish Pond",36.342778,-86.676944,Tennessee,Sumner,,,"Tennessee, Congressional District 06",,,,,Earth,31,504,1975,37,37,0.04,,05/02/2023,5,High,,,Yes,,10/24/2024,https://damsafety.org/tennessee
Burks Dam,TN04525,"Burks, W. E.",Private,Recreation,Recreation,36.062778,-89.415278,Tennessee,Dyer,,,"Tennessee, Congressional District 08",,,,,Earth,35,535.3,2002,90,90,0.03,,04/28/2022,5,High,,,Not Required,,10/24/2024,https://damsafety.org/tennessee
Miller Agricultural Dan,MO32089,,Private,,,38.500987,-92.200884,Missouri,Cole,Wardsville,Unnamed Trib To Herbrandt Bra,"Missouri, Congressional District 03",,,,,,41,600,,95,95,109,0,08/23/2011,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Harrisville,WI00074,Town Of Harris,Local Government,Hydroelectric,Hydroelectric;Recreation,43.87598,-89.40241,Wisconsin,Marquette,Harrisville,Montello Creek,"Wisconsin, Congressional District 06",,,,,Gravity,15,700,1853,1600,1600,78,,10/20/2021,2,High,Satisfactory,10/31/2019,Yes,01/01/2005,09/16/2022,https://damsafety.org/wisconsin
Mineral Point #2,MO31158,,Private,Tailings,Tailings,37.95743072,-90.7211233,Missouri,Washington,Mineral Point,Trib-Mill Creek,"Missouri, Congressional District 03",,,,,Other,95,1730,1963,1191,1191,0.07,,05/25/2021,2,High,Satisfactory,12/21/2007,Yes,04/02/2018,05/03/2023,https://damsafety.org/missouri
Ogdensburg,WI00226,Village Of Ogdensburg,Local Government,Recreation,Recreation;Water Supply,44.453974,-89.0330353,Wisconsin,Waupaca,Ogdensburg,Engibretson Creek,"Wisconsin, Congressional District 08",,,,,Gravity,7,460,1845,250,250,9.4,,09/10/2021,2,High,Satisfactory,10/10/2019,Yes,01/01/2015,09/16/2022,https://damsafety.org/wisconsin
Deeker Farm Lake Dam,MO41004,DALE DEEKER,Private,,,38.86948,-91.44961,Missouri,Montgomery,Big Spring,Whippoorwil Creek,"Missouri, Congressional District 03",,,,,,46,,1990,0,,,,01/08/2020,,High,Satisfactory,07/13/2020,No,,05/03/2023,https://damsafety.org/missouri
Whippoorwill Lake Dam,TN11937,Twra,Private,,,35.721111,-87.201667,Tennessee,Maury,,,"Tennessee, Congressional District 05",,,,,Earth,40,841,1983,800,800,1.15,,02/23/2026,1,High,Satisfactory,02/23/2026,Not Required,,08/05/2026,https://damsafety.org/tennessee
Slim Creek,WI00216,Washburn County,Local Government,Recreation,Recreation,45.7913576,-91.5980642,Wisconsin,Washburn,None,Slim Creek,"Wisconsin, Congressional District 07",,,,,Gravity,15,120,1936,850,850,17,,06/02/2022,2,High,Fair,05/13/2020,Yes,04/08/2019,09/16/2022,https://damsafety.org/wisconsin
Florence Dam,AR00122,Lochridge Estates Improvement District No. 703-07,Private,Recreation,Recreation,34.7194872,-92.4728954,Arkansas,Pulaski,Martindale,Mchenry Creek-Tr,"Arkansas, Congressional District 02",,,,,Earth,24,450,1950,135,135,0.13,,07/24/2026,1,High,Poor,07/24/2026,Yes,03/01/2015,07/28/2026,https://damsafety.org/arkansas
